art_style,painting,emotion,utterance,repetition,artist_parsed,artwork_parsed,year_parsed,artist_key,artwork_key,link
Minimalism,jean-degottex_pli-x-pli-iii,sadness,This brings sadness from the light color and no graphics on it.,46,Jean Degottex,Pli X Pli Iii,,jean degottex,pli x pli iii,https://uploads6.wikiart.org/images/jean-degottex/pli-x-pli-iii.jpg
Color_Field_Painting,gene-davis_untitled-1983,something else,"This is boring to look at and does not elicit any feelings negative or positive, sort of neutral.",45,Gene Davis,Untitled,1983.0,gene davis,untitled,https://uploads3.wikiart.org/images/gene-davis/untitled-1972.jpg
Minimalism,jean-degottex_pli-x-pli-iii,contentment,The nutral colors and simple design is relaxing.,46,Jean Degottex,Pli X Pli Iii,,jean degottex,pli x pli iii,https://uploads6.wikiart.org/images/jean-degottex/pli-x-pli-iii.jpg
Minimalism,imi-knoebel_venera-1996,something else,This is a very abstract piece.,48,Imi Knoebel,Venera,1996.0,imi knoebel,venera,https://uploads2.wikiart.org/images/imi-knoebel/venera-1996.jpg
Mannerism_Late_Renaissance,maerten-van-heemskerck_calvary-1543,sadness,Jesus is about to die on the cross.,46,Maerten Van Heemskerck,Calvary,1543.0,maerten van heemskerck,calvary,https://uploads5.wikiart.org/images/maerten-van-heemskerck/calvary-1543.jpg
Color_Field_Painting,gene-davis_night-rider-1983,disgust,"Makes me think of candy sticks, but straight lines are painful so I really don't like it",46,Gene Davis,Night Rider,1983.0,gene davis,night rider,https://uploads6.wikiart.org/images/gene-davis/night-rider-1983.jpg
Naive_Art_Primitivism,fernando-botero_sunflowers,disgust,It looks like bagels that are slightly dangerous or just growing some sort of weird mold.,45,Fernando Botero,Sunflowers,,fernando botero,sunflowers,https://uploads5.wikiart.org/images/fernando-botero/sunflowers.jpg
Rococo,francisco-bayeu-y-subias_the-holy-family-1776,contentment,The mother in blue represents the spiritual and parental bond all combined in one.,49,Francisco Bayeu Y Subias,The Holy Family,1776.0,francisco bayeu y subias,the holy family,https://uploads6.wikiart.org/images/francisco-bayeu-y-subias/the-holy-family-1776.jpg
Symbolism,george-frederick-watts_judgement-of-paris,excitement,I am aroused by the sight of three naked women.,50,George Frederick Watts,Judgement Of Paris,,george frederick watts,judgement of paris,https://uploads2.wikiart.org/images/george-frederick-watts/judgement-of-paris.jpg
Expressionism,georges-braque_bird-in-the-foliage-1961,amusement,This looks like it was painted by a young child.,52,Georges Braque,Bird In The Foliage,1961.0,georges braque,bird in the foliage,https://uploads0.wikiart.org/images/georges-braque/bird-in-the-foliage-1961.jpg
Symbolism,george-frederick-watts_judgement-of-paris,contentment,i see purity and acceptance,50,George Frederick Watts,Judgement Of Paris,,george frederick watts,judgement of paris,https://uploads2.wikiart.org/images/george-frederick-watts/judgement-of-paris.jpg
Color_Field_Painting,gene-davis_untitled-1983,something else,This painting is boring and should not be considered art.,45,Gene Davis,Untitled,1983.0,gene davis,untitled,https://uploads3.wikiart.org/images/gene-davis/untitled-1972.jpg
Fauvism,louis-valtat_flowers-still-life,contentment,Looking deeper at each flower provides a therepeutic calm. The,44,Louis Valtat,Flowers Still Life,,louis valtat,flowers still life,https://uploads1.wikiart.org/images/louis-valtat/flowers-still-life.jpg
Mannerism_Late_Renaissance,maerten-van-heemskerck_calvary-1543,awe,Awesome amount of detail through out the entire painting.,46,Maerten Van Heemskerck,Calvary,1543.0,maerten van heemskerck,calvary,https://uploads5.wikiart.org/images/maerten-van-heemskerck/calvary-1543.jpg
Fauvism,louis-valtat_flowers-still-life,awe,The petals have wonderful detail.,44,Louis Valtat,Flowers Still Life,,louis valtat,flowers still life,https://uploads1.wikiart.org/images/louis-valtat/flowers-still-life.jpg
Symbolism,george-frederick-watts_judgement-of-paris,excitement,"The naked women are beautiful and that makes me feel contented, happy, and excited.",50,George Frederick Watts,Judgement Of Paris,,george frederick watts,judgement of paris,https://uploads2.wikiart.org/images/george-frederick-watts/judgement-of-paris.jpg
Minimalism,genevieve-asse_tryptique-1970,something else,"This makes me curious, I like the way the color swoops across the piece but I'm left wondering what left those marks and where does the bright white on the left lead.",50,Genevieve Asse,Tryptique,1970.0,genevieve asse,tryptique,https://uploads8.wikiart.org/images/genevieve-asse/tryptique-1970.jpg
Minimalism,genevieve-asse_tryptique-1970,contentment,Colors are great and the texture is very soothing,50,Genevieve Asse,Tryptique,1970.0,genevieve asse,tryptique,https://uploads8.wikiart.org/images/genevieve-asse/tryptique-1970.jpg
Minimalism,imi-knoebel_venera-1996,amusement,"It reminds me of kids , playing with wooden blocks.",48,Imi Knoebel,Venera,1996.0,imi knoebel,venera,https://uploads2.wikiart.org/images/imi-knoebel/venera-1996.jpg
Naive_Art_Primitivism,fernando-botero_sunflowers,amusement,The weird donut shapes on this plant painting really amuses me and brings a smile to my face.,45,Fernando Botero,Sunflowers,,fernando botero,sunflowers,https://uploads5.wikiart.org/images/fernando-botero/sunflowers.jpg
Expressionism,georges-braque_bird-in-the-foliage-1961,something else,This photo makes me feel confused since it is hard to decipher what it really is. Is it a bird? A witch on a broom? I am very confused by this.,52,Georges Braque,Bird In The Foliage,1961.0,georges braque,bird in the foliage,https://uploads0.wikiart.org/images/georges-braque/bird-in-the-foliage-1961.jpg
Naive_Art_Primitivism,fernando-botero_sunflowers,sadness,"The sun flowers remind me of a ending of something, the last blooms of the summer and the coming of  winter's  and the loss of color",45,Fernando Botero,Sunflowers,,fernando botero,sunflowers,https://uploads5.wikiart.org/images/fernando-botero/sunflowers.jpg
Minimalism,genevieve-asse_tryptique-1970,contentment,The coloring patterns of this painting really calm me down as they remind me of a calm ocean.,50,Genevieve Asse,Tryptique,1970.0,genevieve asse,tryptique,https://uploads8.wikiart.org/images/genevieve-asse/tryptique-1970.jpg
Naive_Art_Primitivism,fernando-botero_sunflowers,amusement,Crazy looking flowers growing in a vase.,45,Fernando Botero,Sunflowers,,fernando botero,sunflowers,https://uploads5.wikiart.org/images/fernando-botero/sunflowers.jpg
Color_Field_Painting,gene-davis_night-rider-1983,anger,"This painting, the colors in particular, make me feel angry.",46,Gene Davis,Night Rider,1983.0,gene davis,night rider,https://uploads6.wikiart.org/images/gene-davis/night-rider-1983.jpg
Fauvism,mary-fedden_still-life-with-pears-and-onions-1992,contentment,A variety to sate my soul's engine,46,Mary Fedden,Still Life With Pears And Onions,1992.0,mary fedden,still life with pears and onions,https://uploads1.wikiart.org/images/mary-fedden/still-life-with-pears-and-onions-1992.jpg
Minimalism,jean-degottex_pli-x-pli-iii,something else,"It does not even seem like a painting, just a rather beige blanket.",46,Jean Degottex,Pli X Pli Iii,,jean degottex,pli x pli iii,https://uploads6.wikiart.org/images/jean-degottex/pli-x-pli-iii.jpg
Rococo,francisco-bayeu-y-subias_the-holy-family-1776,contentment,The angelic face of the mother and the cherubic face of the baby bring contentment,49,Francisco Bayeu Y Subias,The Holy Family,1776.0,francisco bayeu y subias,the holy family,https://uploads6.wikiart.org/images/francisco-bayeu-y-subias/the-holy-family-1776.jpg
Color_Field_Painting,gene-davis_untitled-1983,anger,I'm annoyed that something so half-assed as drawing a couple lines on canvas can be considered art now.,45,Gene Davis,Untitled,1983.0,gene davis,untitled,https://uploads3.wikiart.org/images/gene-davis/untitled-1972.jpg
Symbolism,george-frederick-watts_judgement-of-paris,something else,the nudity makes me feel aroused as a male,50,George Frederick Watts,Judgement Of Paris,,george frederick watts,judgement of paris,https://uploads2.wikiart.org/images/george-frederick-watts/judgement-of-paris.jpg
Fauvism,mary-fedden_still-life-with-pears-and-onions-1992,contentment,The food on the table and the flower adds a bit of life to the picture.,46,Mary Fedden,Still Life With Pears And Onions,1992.0,mary fedden,still life with pears and onions,https://uploads1.wikiart.org/images/mary-fedden/still-life-with-pears-and-onions-1992.jpg
Expressionism,georges-braque_bird-in-the-foliage-1961,something else,I am confused at the newspaper background and overall meaning,52,Georges Braque,Bird In The Foliage,1961.0,georges braque,bird in the foliage,https://uploads0.wikiart.org/images/georges-braque/bird-in-the-foliage-1961.jpg
Fauvism,louis-valtat_flowers-still-life,contentment,"beautiful flowers in a vase, you can see the brush strokes in the thick paint, feels like a van gogh or something,",44,Louis Valtat,Flowers Still Life,,louis valtat,flowers still life,https://uploads1.wikiart.org/images/louis-valtat/flowers-still-life.jpg
Symbolism,george-frederick-watts_judgement-of-paris,excitement,It looks like heaven.,50,George Frederick Watts,Judgement Of Paris,,george frederick watts,judgement of paris,https://uploads2.wikiart.org/images/george-frederick-watts/judgement-of-paris.jpg
Minimalism,jean-degottex_pli-x-pli-iii,something else,Bland and boring like muslim fabric they use in waxing.,46,Jean Degottex,Pli X Pli Iii,,jean degottex,pli x pli iii,https://uploads6.wikiart.org/images/jean-degottex/pli-x-pli-iii.jpg
Naive_Art_Primitivism,fernando-botero_sunflowers,amusement,It is very hard to figure out that that is. very unusual presentation of flowers in a pot.,45,Fernando Botero,Sunflowers,,fernando botero,sunflowers,https://uploads5.wikiart.org/images/fernando-botero/sunflowers.jpg
Mannerism_Late_Renaissance,maerten-van-heemskerck_calvary-1543,something else,the sacrifice of the Son of God is powerful and brings hope,46,Maerten Van Heemskerck,Calvary,1543.0,maerten van heemskerck,calvary,https://uploads5.wikiart.org/images/maerten-van-heemskerck/calvary-1543.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,disgust,she looks at the shackles with contempt.,46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,amusement,I wonder if she's looking at the writing or something else?,46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Fauvism,mary-fedden_still-life-with-pears-and-onions-1992,something else,The perfect symmetry has a calming effect on me.,46,Mary Fedden,Still Life With Pears And Onions,1992.0,mary fedden,still life with pears and onions,https://uploads1.wikiart.org/images/mary-fedden/still-life-with-pears-and-onions-1992.jpg
Rococo,francisco-bayeu-y-subias_the-holy-family-1776,contentment,"The mother and baby are so peaceful together.  The older man appears to be glaring at them, so that's a bit confusing.",49,Francisco Bayeu Y Subias,The Holy Family,1776.0,francisco bayeu y subias,the holy family,https://uploads6.wikiart.org/images/francisco-bayeu-y-subias/the-holy-family-1776.jpg
Expressionism,georges-braque_bird-in-the-foliage-1961,disgust,Something about the black shape and the green smudges make it seem foul,52,Georges Braque,Bird In The Foliage,1961.0,georges braque,bird in the foliage,https://uploads0.wikiart.org/images/georges-braque/bird-in-the-foliage-1961.jpg
Rococo,francisco-bayeu-y-subias_the-holy-family-1776,contentment,The woman looks at her baby with approval.,49,Francisco Bayeu Y Subias,The Holy Family,1776.0,francisco bayeu y subias,the holy family,https://uploads6.wikiart.org/images/francisco-bayeu-y-subias/the-holy-family-1776.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,awe,The intricate details of the asian text,46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Color_Field_Painting,gene-davis_untitled-1983,something else,"Bored, no one tried to do anything inspiring.",45,Gene Davis,Untitled,1983.0,gene davis,untitled,https://uploads3.wikiart.org/images/gene-davis/untitled-1972.jpg
Minimalism,genevieve-asse_tryptique-1970,something else,Truthfully it just reminds me of an elevator and being claustrophobic.,50,Genevieve Asse,Tryptique,1970.0,genevieve asse,tryptique,https://uploads8.wikiart.org/images/genevieve-asse/tryptique-1970.jpg
Romanticism,francisco-goya_ravages-of-war,fear,It looks like an old horror movie. Black and white is not pleasant.,46,Francisco Goya,Ravages Of War,,francisco goya,ravages of war,https://uploads8.wikiart.org/images/francisco-goya/ravages-of-war.jpg
Romanticism,francisco-goya_ravages-of-war,something else,"Confused about what is going on, with all the bodies laying around.",46,Francisco Goya,Ravages Of War,,francisco goya,ravages of war,https://uploads8.wikiart.org/images/francisco-goya/ravages-of-war.jpg
Romanticism,francisco-goya_the-arrest-of-christ-1788,anger,I think that is Jesus getting hung on the cross and that is scary,50,Francisco Goya,The Arrest Of Christ,1788.0,francisco goya,the arrest of christ,https://uploads1.wikiart.org/images/francisco-goya/the-arrest-of-christ-1798.jpg
Abstract_Expressionism,milton-resnick_abstraction-1963,something else,"Confusion - without a title, it looks like someone has been wiping their brush and cleaning it off on something.",50,Milton Resnick,Abstraction,1963.0,milton resnick,abstraction,https://uploads1.wikiart.org/images/milton-resnick/abstraction-1963.jpg
Romanticism,francisco-goya_the-arrest-of-christ-1788,sadness,I feel sadness while looking at this image because it makes me feel like I am viewing the crucifixtion of Jesus. The looks on each persons face looks sad like they are crying for him and not wanting to see him die.,50,Francisco Goya,The Arrest Of Christ,1788.0,francisco goya,the arrest of christ,https://uploads1.wikiart.org/images/francisco-goya/the-arrest-of-christ-1798.jpg
Cubism,pablo-picasso_seated-woman-1908,amusement,Using the bold shapes to create a person makes the painting interesting to look at,47,Pablo Picasso,Seated Woman,1908.0,pablo picasso,seated woman,https://uploads1.wikiart.org/images/pablo-picasso/seated-woman-1953.jpg
Abstract_Expressionism,milton-resnick_abstraction-1963,disgust,The colors of the painting looks messy and makes me feel unorganized,50,Milton Resnick,Abstraction,1963.0,milton resnick,abstraction,https://uploads1.wikiart.org/images/milton-resnick/abstraction-1963.jpg
Cubism,pablo-picasso_seated-woman-1908,awe,The different colors and shapes make the woman seem to be comfortable in her imperfect body.,47,Pablo Picasso,Seated Woman,1908.0,pablo picasso,seated woman,https://uploads1.wikiart.org/images/pablo-picasso/seated-woman-1953.jpg
